song_year,song_rank,singer,title,Genre,lyric,lyric_tokens
2001,56,강타 (KANGTA),북극성,발라드,"괜찮은 건지 혹시 내 생각에
힘겹진 않은지 그럴리 없겠지만
바보같은 난 아직도 많이 모자라
널 잊기엔 많이 부족해
니가 주고 간 우리 추억 때문에
어떻게든 나 살아가곤 있지만
많이 아파 했었던
내 모습이 혹시 너에게
짐이 된 건 아닌지 많이 걱정했었어
아주 잠시라도 우리 마주치지
않도록 나 기도했는데
하루에도 난 몇 번씩
왜 보고 싶어 지치는 건지
미안해 용서해 줘
가끔씩 내게 들리는 니 소식에
그토록 난 괜찮은 척 애써 보지만
아직도 내겐 남아 있는 미련처럼
너의 모든 게 너무 소중해
이제 더 이상 힘겹게 참아야만 했던
우리 모든 추억도 내 곁엔 없는 거야
아주 잠시라도 우리 마주치지
않도록 나 기도했는데
하루에도 난 몇 번씩
왜 보고 싶어 지치는 건지
미안해 용서해 줘
아주 잠시라도
우리 마주칠 수 있다면
나 고백할 텐데
하루에도 난 몇 번씩
보고 싶어 미칠 것 같다고
사랑한다고 영원토록",용서 고백 리 걱정 모습 소식 때문 이상 소중 부족해 몇 추억 바보 미안 사랑 생각 지 미련 하루 기도 곁 텐데 힘겹진 내겐 영원토록
2001,57,조성모,잘가요... 내 사랑...,발라드,"그죠 날 떠나실거죠
한번쯤 날 위해 솔직해줘요
가라시면 갈텐데
왜 애써 숨겼나요
아직 난 너무도 힘드네요
그 모든 사연을 잊어 내기엔
그대는 떠나도 사랑만은
남을 줄 알았는데
허무한 바램인가요
가세요 이제 편히
그댈 보내 드릴께요
함께한 정도 미련도
다 두고 가세요
세월가면 그대 잠시라도
문득 날 그리워하며
눈물질텐데
내가 언제라도
그대 몫까지 아파줄께요
그대 편히 갈수있게

그죠 날 사랑한거죠
거짓말이라도 듣고 싶네요
마지막 부탁인데
그 대답 어렵나요
아직 난 너무도 아프네요
웃으며 이별을 맞아주기엔
사랑이 떠나도 그리움은
남을 줄 알았는데
그 마저 떠나 가네요
가세요 이제 편히
그댈 보내 드릴께요
함께한 정도 미련도
다 두고 가세요
세월가면 그대 잠시라도
문득 날 그리워하면 눈물질텐데
내가 언제라도 그대 몫까지
아파줄께요 그대 편히 갈수 있게

잘가세요 멀리 가더라도
행복하게 살아줘요
잘가요 내사랑.....",내사랑 가라시 부탁 바램 거짓말 세월가면 눈물질텐데 몫 허무한 행복 남 마지막 잘가세요 떠나실거죠 사연 사랑한거죠 사랑 정도 이별 잘가요 한번쯤 미련 솔직 언제 그리움 대답
2001,58,홍경민,가져가,댄스,"뭐하는 거야 지금 너는
내 앞에서 장난치지마
겉으로 슬픈척 괴로운척해도
속으론 웃는걸 알아
날보고 있지만 지금
니 마음속엔 이미 다른 사람이
지금껏 너를 사랑했던
내 모습을 모두 지운걸 알아
넌 이미 변했어 지금껏
내가 알던 니가 아니야
니가 낯설어 너무 어색해서
차마 널 볼 수가 없어
내가 사랑했던 상냥한
니 모습을 찾을 순 없어
그런 널 보면 너무 화가 나서
나는 견딜 수가 없어
모두 가져가 내게 주었던
지난날의 너의 사랑도
내가 너 땜에 괴로워하며
다시는 너를 찾지 않도록
그냥 가버려 좀더 냉정히
어설픈 미련 남기지 말고
그게 마지막 니가 나에게
해주는 배려가 될테니까
변명하지마 이젠 내게
솔직하게 모두다 털어놔
괜히 날 위로한답시고
맘에 없는 말로 날 놀리지 말고
내앞에선 울고 뒤돌아 서면
웃을꺼라는걸 난 알아
차라리 그럴 바엔 내가 싫어졌다
내게 솔직히 말해 줘
어차피 갈거면 어설픈
거짓말로 위로하지마
그냥 솔직히 다른 사람 만나
사랑하게 됐다 말해 줘
널 잊을 수 있게 조금더
냉정하게 내게 말해 줘
그래야 나도 아무 미련 없이
너를 잊을 수 있으니
모두 가져가 내게 주었던
지난날의 너의 사랑도
내가 너 땜에 괴로워하며
다시는 너를 찾지 않도록
그냥 가버려 좀더 냉정히
어설픈 미련 남기지 말고
그게 마지막 니가 나에게
해주는 배려가 될테니까
모두 가져가 내게 주었던
지난날의 너의 사랑도
내가 너 땜에 괴로워하며
다시는 너를 찾지 않도록
그냥 가버려 좀더 냉정히
어설픈 미련 남기지 말고
그게 마지막 니가 나에게
해주는 배려가 될테니까",조금더 척 변명 겉 지운걸 사람 모습 위로 바 거짓말 어색해 웃을꺼라는걸 순 마지막 장난치지 모두 웃는걸 냉정 상냥 화 사랑 미련 털어놔 지난날 솔직 이젠 마음속 배 될테
2001,59,유승준,Wow (Ver.2),댄스,"wow 예감이 괜찮아 우리
뭔가 될 것 같아 wow
정말 예쁘잖아 뭔가
특별할 것 같아 wow
um 일부러 내가 찍지 않았고
항상 여자들이 나에게 먼저
다가 왔었지 wow
다 언제나 내가 먼저 끝냈어
뒤를 돌아보거나 후회 한적
없었지
하지만 넌 달라 난왠지 모르게
끌리지만 넌 아무 손짓 없는데
그런 니가 좋아 난난난
도도해보여 늘 넌넌넌
너를 갖고 싶어 예예예
내 맘을 모두 뺏길줄 몰랐잖아
난난난
이렇게 내가 빠져버릴줄 제발
내게 맘을 열어
나 한번도 이래본적 없었지
항상 모든 것에 당당한 자신있던
나였지 wow
왜 내 마음 태연한척 할수록
왠지 니 앞에서면 초라해질 뿐일까
움직임 하나로 그 표정만으로
내 가슴은 자꾸만 흔들리는데
그런 니가 좋아 난난난
도도해보여 늘 넌넌넌
너를 갖고 싶어 예예예
내 맘을 모두 뺏길줄 몰랐잖아
난난난
이렇게 내가 빠져버릴줄 제발
내게 맘을 열어
이건 너를 갖기위한 내 선전포고
가슴속의 담아논 내 마음의 포로
마치 예전의 모습을 모르는
것 같이 내 모든걸 바꿔
니 맘대로 바꿔
너의 몇 마디에 가슴이 이리쿵
저리쿵 나의 마음속에 넌
CANCOON
같이 멀지 않은 나의 마음속
MIRAGE 끝까지라도 너는
끝까지 내차지지 What
난 너로 인해 이렇게 또
다시 태어나 다른 내가 됐어
COME ON 내 모습보며
가끔씩 나조차 놀라지
OH BABY ROCK WITH ME
그런 니가 좋아 난난난
도도해보여 늘 넌넌넌
너를 갖고 싶어 예예예
내 맘을 모두 뺏길줄 몰랐잖아
난난난
이렇게 내가 빠져버릴줄 제발
내게 맘을 열어
변하지 않아 늘 난난난 내가
책임져 꼭 넌넌넌
내 여자니까 오 예예예
저기 하늘에 허락도 받겠어
꼭 난난난
주신 나의 삶 이제 널 위해
전부 써도 되겠냐고
예감이 괜찮아 우리 뭔가 될 것 같아 wow
정말 예쁘잖아 뭔가 특별할 것 같아 wow",가슴속 척 예전 후회 난난난 마디 표정만 모습 포로 예감 예예예 난왠지 손짓 당당 특별 오 허락 삶 담아논 저 넌넌넌 뒤 선전포고 여자 적 몇 하늘 다 가슴 한번 뭔가 마음속 저리쿵 모습보 모든걸 뿐 하나 내차지지 마음 이리쿵 여자들 초라 갖기위한 끝 도도 태연 자신
2001,60,김장훈,난 남자다,록/메탈,"넌 모르겠지만 사랑했다
비정한척 했던것 사과한다
남자란 이유로 널 떠나보내며
행복해지기를 바보처럼 기도했었다
흔들리는 날 잡던 두 손 이젠
독한 소주잔만이 날 위로해
두 눈 꼭감고 입맞추던 내 입술엔
해로운 담배 한개피로 널 추억해본다
바람아 불어라 못다한 얘기들
그녈 만난다면 대신 전해주겠니
이세상 누구보다 잘 살아달라고
나의 사랑 이젠 good bye
좋은 음식 예쁜 옷 볼때마다
가난한 우리 지난날 떠올라
아무것도 못해준 너의 생일 올때면
해주고 싶어도 이제 너
내 곁에 없구나
바람아 불어라 못다한 얘기들
그녈 만난다면 대신 전해주겠니
이 세상 누구보다 잘 살아달라고
나의 사랑 이젠 good bye
너 하나만 행복하다면
미련한 여자였던 너는
지금쯤 어디에 있을까
못견디게 그리워
바람아 불어라 못다한 얘기들
그녈 만난다면 대신 전해주겠니
이 세상 누구보다 잘 살아달라고
나의 사랑 이젠 good bye
La La La La La",소주잔 사과 한 눈 꼭감고 음식 어디 손 누구 미련한 행복 얘기들 한개피 여자 이유 입맞추 추억 못다한 이세상 바보 담배 바람 입술 남자 살아달라 불어 위로해 사랑 생일 정한척 못견디 세상 그녈 하나 지난날 떠나보내 기도 곁 대 이젠 옷 아무것
2001,61,유엔,파도,댄스,"눈이 부시게 아름답던 바다
나의 눈속엔
그 보다 더 고운 너였어
하얀 모래 위
너와 내가 남긴 추억들
파도가 떠나도
내겐 지워지지 않는걸
너를 보내고
나 또 다시 찾은 바닷가
하지만 이제 내곁에
다른 사람 있는걸
새롭게 시작하고 싶어
그녀를 따라 왔어
하지만 내 맘 네 모습만 생각이 나
그녀 머리에 쏟아진 별빛들
그 별빛아래 약속한
지난 날이 떠올라 워
흔들리는 나의 마음을
가눌 길 없는 내 눈빛
너와 비슷한
사람 마저 쫓고 있었어
Oh oh 그 순간 내 두 눈 속에
너무 익숙했던 너의 뒷모습
그렇게 그리던
지난날 바로 너였어
눈이 부시게 아름다운 바닷가
나의 눈 속엔 그보다 고운 너였어
하얀 내 맘에 지난날
우리가 남긴 추억들
파도가 안기듯
다시 네게 돌아 오는걸
나와 마주친 당황한 네 얼굴
하지만 너의 곁에도
다른 누가 있는걸 워
너를 안고싶은 내 가슴
널 붙잡고픈 내 손길
허나 넌 이미
나를 둔채 멀어져갔어
Oh 하지만 널 돌아본 순간
두 눈에 흐르던 네 눈물 때문에
꼭 나처럼 기다린
너란걸 알았어 날 봐
다시 너에게 달려가는 나를 봐
찌는 태양도
내 사랑을 가릴순 없어
하얀 모래 위
우리의 사랑을 다시 새겨봐
이제는 내 사랑
너를 놓지 않을 테니까",시작 내곁 눈빛 순간 파도 눈물 사람 모습 너란걸 눈 않는걸 가릴순 바 때문 누구 채 별빛들 추억들 그녀 오는걸 별빛아래 가슴 익숙 사랑 당황한 생각 손길 테 비슷 있는걸 붙잡고픈 지난날 마음 얼굴 곁 바닷가 태양 머리 모 내겐 약속 뒷모습
2001,62,강성훈,축복,발라드,"알아 이제는 오지 않겠죠
그동안 너무 행복했어요
가끔 내게 전해 준 세상 얘기와
아름답던 꽃 고마웠어요
이제야 내 마음이 놓여요
감사한걸요
그대 가슴에 다시 핀 사랑에
하지만 그댄 모를꺼에요
그게 나란걸
보이지 않게 지켜 주고 싶죠
나 그댈 이렇게라도

아마 낯설지 않았었겠죠
그에게서만 느꼈었나요
그대 보면 반가워 뛰기만 했죠
할 수 있는 건 그것 뿐인데
이제야 내 마음이 놓여요
감사한걸요
그대 가슴에 다시 핀 사랑에
하지만 그댄 모를꺼에요
그게 나란걸
보이지 않게 지켜 주고 싶죠
나 그댈 이렇게라도
눈물이 나도 축복해 드릴께요
날 지우고 이제는
그대의 길을 가세요
부디 괜찮아요 난 워
난 축복받은 삶이죠 이렇게라도
사랑한 그대 곁에 머물도록
영원히 헤어지면 안돼요
그와는 제발
그럼 나와도 이별일 테니깐
꼭 영원하길 바래요
나 두 번 떠나지 않게",눈물 그댄 바 모를꺼에요 삶 행복 그동안 축복 영원하길 나란걸 가슴 사랑 사랑한 이별 세상 꽃 뿐 감사한걸요 마음 곁 테니깐 그것 얘
2001,63,싸이 (PSY),새,랩/힙합,"당신 너무나 이쁜 당신
항상 나 당신을 향해 행진
언제 거꾸로 신을지 몰라
고무신 근데도 너무 귀여운 당신
당신의 텅빈 머릿속에
꽉 차있는 담배 연기
아무데서나 담배를 피는 용기
아무데서나 화장을 고치는 굳은 심지
그러면서 남의 시선 남의 이목
남의 크고 작은 목소리
되게 신경쓰는 당신 좋지만
얄밉고 이쁘지만 열받게 구는
당신은 세뇨리따
남들이 다 뭐래도
나 당신만을 따라가리다
당신은 나만의 모나리자
곧 모든걸 바꿔보리다
내가 차지하리다
뭐 달라구 뭐 혼날라구 혼
힘내자구 힘 어쩌라구 어
나 한순간에 새됐스
당신은 아름다운 비너스
이랬다가 저랬다가 왔다 갔다
나 갖다가 너는 밤낮 장난하나
나 한순간에 새됐스
당신은 아름다운 비너스
너만을 바라보던 날 차버렸어
나 완전히 새됐어
두려운거야 드러운거야
아니면 좋아서 내숭떠는거야
show하는거야 뭐야
당신 나랑 지금 장난하는 거야
당신 갖긴 싫고
남 주긴 아까운거야
이 10원짜리야 여기선 웃어
나에게 와선
차가워 우선 사람을 만나면
사람만 봐라
어서 가로세로 전후 좌우
재가며 계산해가며
사람 만나면 혼난다는걸
모른다면 당신은 바보
무심코 뱉은 당신의 한마딘
내 마음에 파도
날 가지고 장난했다면
당신을 타도할거야
바로 잡아줄거야
바로 혼내줄거야
진심이었다면
당신의 일거수 일투족은
평생 나의 가보
oh feel me
뭐 달라구 뭐 혼날라구 혼
힘내자구 힘 어쩌라구 어
나 한순간에 새됐스
당신은 아름다운 비너스
이랬다가 저랬다가 왔다 갔다
나 갖다가 너는 밤낮 장난하나
나 한순간에 새됐스
당신은 아름다운 비너스
너만을 바라보던 날 차버렸어
나 완전히 새됐어
나 완전히 새됐어
나 완전히 새됐어
참을만큼 참았어
갈때까지 갔어
해줄만큼 해줬어
한도 끝도 없이 난 해줬고
정도 지나치게 당신은
날 완전히 뭉게 버렸어
성질나서 더는
못 해먹겠어 알았어
없어도 있는듯 몰라도 아는듯
눈웃음으로 모든 상황을
해결하는 니 속뜻
이젠 진짜 밉상 진상
꼴배기 싫은 니가 대장
니가 얼마나 멋진 남자 만나
어떻게 사나 평생 지켜본다
명심해라
너혼자 잘나
퉁퉁 튕기다가
하루 아침에 니가
뻥 튀길거다 명심 또 명심해라
그리고 뒤통수 조심해라
어떻게 내 마음을 전할까
어떻게 잡을 수 있을까
나보다 좋은 사람 만날까
너무 두려워 너무 싫어
제발 날 떠나지마
더 이상 혼자는 싫어
정말 싫어
나 완전히 새됐어",장난 아까운거야 두려운거 잡아줄거야 밤낮 남 명심해 시선 이목 드러운거 평생 뒤통수 비너스 새됐스 마음 아무데서 세뇨리따 조심해 당신 끝 계산 용기 좌우 힘 꼴배 사람 진심 밉상 머릿속 명심 바보 진상 뭉 정도 타도할거 지 전후 모든걸 뭐래 하루 언제 대장 상황 힘내자구 10원 혼내줄거야 이젠 새 행진 목소리 심지 너혼자 주긴 근데 담배 해결 고무 혼난다는걸 한마딘 갖긴 만큼 뻥 해먹겠어 속뜻 혼날라구 한 가보 진짜 화장 이상 어 혼 눈웃음 일거수 남자 일투족 연기 튀길거다 한순간 여기 아침
2001,64,샵,Sweety,댄스,"퐁당퐁당 너를 처음보고 난
두근두근 빠져 버렸지
오 달콤달콤 너의 눈을보고 난
어쩔 줄을 몰라 버렸지
웃기지도 않게 불쑥
내게 온 널 잡아 볼까
나 어떡해
어쩜 내 모습이 내가 우스워
널 닮는 모습이 점점 더 우스워
또 스르륵 니가 기다려 다가와 줘
나 도로록 니가 달콤해 사랑
내겐 너무나 사탕같은
어쩔수 없는걸 눈과 코와 입술 그 맛
너를 처음 만난건 네게 행운이었어
지켜지켜 없는 세상
너의 성격 필요해
oh 사탕같은 널 항상 안아주고 싶어
나나나말야 네가 필요하단 말야
문득문득 너의 입술 때문에
조심조심 키스 때문에
오 살랑살랑 너의 손길때문에
어쩔줄을 몰라 버렸어
바라지도 않던 내게 찾아온 널
사랑할까 나 이제
어쩜 네 모습도 내게 묻어나 날
닮은 니 모습 사랑해도 괜찮지
나 사라락 네가 날 감쌀때 짜릿해져
너 도로록 내가 널 안길때 안길때
날 안아버릴 때
난 너에게 안길때 이 시간이
영원히 멈추지 않기를
또 스르륵 니가 기다려 다가와 줘
나 도로록 니가 달콤해 사랑
내겐 너무나 사탕같은
어쩔수 없는건 손과 귀와 입술 그 맛
나 사라락 네가 날 감쌀때 짜릿해져
너 도로록 내가 널 안길때 안길때
날 안아버릴 때
난 너에게 안길때 그렇게 나
너에게 sweety
come on come on come on come on
baby baby baby
너의 집으로 뽀로록 달려가서
안아줄거야 너 사랑할거야
그렇게 널 사랑하는 거 나의 맘
오예 이제 나에게 조금
솔직히 이제는 나에게 좀 더
가까이 내몸이 두근두근 벌렁벌렁
come on come on come on come on
baby baby baby",두근두근 필요해 없는건 만난건 행운 달콤달콤 모습 눈 오 처음보고 시간 때문 도로록 손 사랑할거 귀 지켜지켜 손길때문 사탕 키스 입술 사랑해 달콤해 맛 필요하단 없는걸 뽀로록 사랑 집 오예 성격 사라락 세상 눈을보 벌렁벌렁 퐁당퐁당 안아줄거야 내겐 스르륵
2001,65,이브,I' ll Be There,록/메탈,"I'm so lonely I'm so lonely
그대 날 떠나간 그날 이후로
수많은 밤과 슬픈 아픔에도
너를 잊지못해 나는 혼자인 걸
그리워도 못잊어도
두번 다시는 볼 수 없겠죠
다 아는데도 그리 쉽지 않아
너를 잊지못해 나는 혼자인걸
I'll be there
나에겐 그대 하나 뿐이야
항상 너만 꿈꾸며 살아가는
나에게로
What a feeling I feel love
너도 알고 있잖아 많은
날이 지나도
I'll be there and I'll be
there and wait for you
소중한 사랑이란걸 알아
언젠가 나에게 가르쳐 주고
이제 나만 혼자 남아
I can't breath without you
and I can't live without you
I'll be there
나에겐 그대 하나 뿐이야
항상 너만 꿈꾸며 살아가는
나에게로
What a feeling I feel love
너도 알고 있잖아 많은
날이 지나도
I'll be there and I'll be
there and wait for you
I'll be there
I'll be there",뿐 소중 하나 혼자 이후 혼자인걸 사랑이란걸 밤 못잊어 그날 두번
2001,66,플라이 투 더 스카이,약속,R&B/Soul,"언제나 낯선 아픔들은
습관처럼 다시 찾아와
눈물을 짓지만
그대가 늘 미안해하던
초라한 현실은 영원하지 않죠
감사해요 그댈 보내주셨던
하늘이 우릴 지켜줄 것을
언젠가는 자유롭게 날아갈 수 있어
그대의 꿈처럼 우린
한걸음 또 한 걸음
그댄 포기하지 않아
난 믿어요 지쳐가겠지만
언제나 같을 순 없겠죠
더 많은 날들이 기다릴테니까
감사해요 그댈 보내주셨던
하늘이 우릴 지켜줄 것을
언젠가는 자유롭게
날아갈 수 있어
oh yes you will
그대가 꿈꿔왔던 것처럼
약속해요 나의 삶이
놓아줄 때까지 지켜줄 수 있어
널 사랑하니까
아름답게 맞으려 애써 준비했던
그 작은 바램도 가까이 있는 것
언젠가는 자유롭게 날아갈 수 있어
그대의 눈물이 꿈꾸던 날들은
너무 아름다울 것 같죠
우우우 워우워 예이 예",눈물 꿈 그댄 삶 포기 아픔들 현실 습관 하늘 순 날들 미안 워우워 준비 사랑 영원 예 기다릴테 초라 한걸음 감사 자유 약속
2001,67,플라워,Crying,록/메탈,"crying 초라한 나를 위로하지마
날 그냥 놓아줘
그래 비참한 나를 기다리지마
날 미워 해야 돼
don't cry
영원히 날 죽었다 생각해
그렇게 떠나가 워
crying
다시 네게 돌아가지 않아
끝난거야
이젠 don't cry
crying
미칠 것 같아
너는 혼자서 울고만 있는데
don't cry
나를 위해 넌 다시 시작해
나처럼 울어선 안돼
crying
먼 훗날에 우연히 만나면
외면하길 바래
don't cry
다시 네게 돌아가지 않아
끝난거야 crying
crying",시작 기다리지 비참한 끝난거야 초라 혼자 훗날 이젠 위로 외면하길 생각 바
2001,68,CB Mass,휘파람,랩/힙합,"M to the U SIC makes me high
M to the U SIC makes me fly

music 음악은 내삶 맘속에 휘파람
거친 바람이 부는 현실에도
음악이 주는 따뜻함은
차가웠던 내마음에

소중한 땔감 I'm flow yo
소리바다로 비트의 강약
위로 덤블링을 타고
힘차게 흔들리는 저 equalizer
물결 위에서 나 파도 타고(Yo!yo!yo!yo!)

다같이 maki''n it move!
리듬에 맞춰서 두비둡두
음악만 있다면 돈 없이도
살 수 있고 얻은것이 뭐냐고 왜

여유를 얻은 것이 첫 번째
사랑과 평화를 얻은 것이 두번째
또 세 번째는 삶의 지혜
like 다윗 king's wisdom을 얻은 것
또 check(one two)

Whenever you call me I'll be there
Whenever you want me I'll be there
Whenever you need me I'll be there
I''ll be around

every day every night
늘상 즐겨 들어왔던 favorite beat속에
감춰진 내 삶에 값진 선물
MUSIC mekes me high
어디든 어느 곳에있던

음악과 같이하는 삶이란
음악이 내게 주는 기쁨이란 말해 뭐해
이게바로 fantastic

너의 환상은 농담처럼 진담이 되고
우리의 삶은 음악에서 배우고
나 또한 그렇게 살아가고
손에서 손으로 잡은 나의 마이크

지식과 지혜를 돕는 나의soul mate
인생을 환히 비춰줄 music 나의 light
황폐한 세상에 단 하나의 빛으로
내 삶을 채우고

Whenever you call me I'll be there
Whenever you want me I'll be there
Whenever you need me I'll be there
I''ll be around

Don''t stop keep yo!
이노래를 듣고 춤추는 사람들
keep on move it 내 준비를
beat to the beat yo! music

오직 내 맘속에 빛
날 비춰 주는 따스한 햇살같이
지친 내 영혼의 안식처
music makes me high

내 주위 대기를 메운 선율 속에 나 fly
내 귓속 고막의 깊은 진동으로부터
뭉클한 감동으로 온몸으로 퍼져
소리속 nirvana 툭툭 털어 버려

걱정이 너무 많아
beat 속에 너를 맡겨 또 안겨
자궁속 기억으로부터
포근한 화음으로부터
그로부터 노랫가락 타고

여유를 찾고 깊게 Straight to 영혼에
스며드네 맘속에나 그대 귓속에 흔드네
그대와나 함께 club에서 음악 속에
같은 시간 속에 과거와 현재
교차로 그곳에

M to the U SIC makes me high
M to the U SIC makes me fly
M to the U SIC It''s my life
M to the U SIC makes me high

Whenever you call me I'll be there
Whenever you want me I'll be there
Whenever you need me I'll be there
I''ll be around

Whenever you call me I'll be there
Whenever you want me I'll be there
Whenever you need me I'll be there
I''ll be around

Whenever you call me I'll be there
Whenever you want me I'll be there
Whenever you need me I'll be there
I''ll be around -",다윗 걱정 물결 황폐 평화 영혼 귓속 곳에있던 고막 첫 감동 포근한 지혜 환상 노랫가락 교차 시간 삶 타고Yo 덤블링 어디 손 이노래 주위 소중 햇살 인생 따스한 내삶 현실 휘파람 비트 지식 온몸 나의soul 소리바다 다같 두번 두비둡두 바람 선율 소리속 감 준비 사랑 이게바 마이크 여유 세상 사람들 진동 선물 하나 파 리듬 자궁속 빛 따뜻함 대 기억 화음 내마음 안식처 그곳 음악 과거 농담 세 진담 강약
2001,69,델리스파이스,항상 엔진을 켜둘께,"인디음악, 록/메탈","휴일을 앞둔 밤에 아무도 없는 새벽
도로를 질주해서 바닷가에
아직은 어두운 하늘 천평궁은 빛났고
차 안으로 스며드는 찬공기들

기다릴께 언제라도 출발할 수 있도록
항상 엔진을 켜둘께
너와 만난 시간보다 많은 시간이 흐르고
그 바닷가에 다시 또 찾아와

만약 그때가 온다면 항상 듣던 스미스를
들으며 저 멀리로 떠나자

기다릴께 언제라도 출발할수 있도록
항상 엔진을 켜둘께 -

기다릴께 언제라도 출발할수 있도록
항상 엔진을 켜둘께
돌아오지 않더라도 난 여기에 서 있겠지
아마 엔진을 켜둔 채

기다릴께 언제라도 출발할수 있도록
항상 엔진을 켜둘께
돌아오지 않더라도 난 여기에 서 있겠지
아마 엔진을 켜둔 채 -",리 엔진 아무 시간 채 차 출발 하늘 밤 도로 안 새벽 스미스 천평궁 휴일 찬공기들 여기 질주 언제 바닷가 그때
2001,70,신성우,이연(異緣),록/메탈,"집으로 가는 골목길
문득 너의 생각에
가슴에 고이 접어 놓은
노파심을 꺼내어 보며
네가 슬퍼 하진 않는지
혹시 외로워 하진 않는지
오늘도 별들에게 물어
내 마음을 달래어 보네
혹시 잠시라도
네가 힘에 겨워 쓰러지려 할 때
그때 내게로 와
내가 너의 별이 될 테니
세상 어느 곳에 네가 있다 해도
세상이 모두 널 뒤로 한대도
날 지키는 저 별처럼
늘 곁에 있을 테니까
세상 어느 곳에 네가 없다 해도
세상을 모두 네가 등진대도
날 지키는 저 별처럼
내가 널 지킬 테니까
영원히

세상 어느 곳에 네가 있다 해도
세상이 모두 널 뒤로 한대도
날 지키는 저 별처럼
늘 곁에 있을 테니까
세상 어느 곳에 네가 없다 해도
세상을 모두 네가 등진대도
날 지키는 저 별처럼
내가 널 지킬 테니까
영원히",힘 등진대 저 뒤 겨워 한대 노파 내게로 가슴 오늘 집 별 생각 세상 테 마음 곁 고 그때 골목길
2001,71,신화,"Hey, Come On !",댄스,"Break it on down stop
지금이 바꿔버릴 때
거침없이 날아 갈 수 있게 나
타이르고 날 말리고
소용없어 이쯤에서 포기해
어둠속에서 울다 지친 나
이젠 지쳐 소리쳐 깊은
절망속에서 외쳐
더는 갈곳이 없던 힘든 세상에
네가 원했던 꿈을 난 찾을
수 없어 Yeah
Hey hey Come on come
on come on
갇혀버렸던 미래
Hey hey Come on come on
포기하지는 마
Hey hey Come on come
on come on
지켜내야 돼 이젠
Hey hey Come on come
on yo
Break it on down break
it on down
멀리 지났다고 돌아간 걸까
빨리 올라와
break it 넌 항상 비슷해 흘린
투에 Think Uh
내 말은 strategies 기억해라
크게 세상의 속을봐 속에
네 모습을 지켜
참아야만 했어 나의 모든 걸
나 지친 숨가쁜 이젠 나
쓰러 질 것 같은
짧은 순간들 속에 지쳐 가는 나
내 모든걸 위해 참을 수
없어 Yeah
Hey hey Come on come
on come on
찾아 헤맸던 미래
Hey hey Come on come on
멈추지는 마
Hey hey Come on come
on come on
이겨내야 해 이젠
Hey hey Come on come on
Just break it on down
break it on down
언제나 같은 곳의 나
멈춰진 시간 속에 서 있는 너
더 이상 주저하지마
깊은 곳에 빠져 있던 너만의
꿈을 위해
All right 이제 날 너만의 틀에
가둘 순 없잖아
나 견딜 수가 없어 이젠 더 이상
All right 이제는 세상이 나를
버릴 순 없잖아
Hey hey Come on come on yo
Break it on down break
it on down
Hey hey Come on come
on come on
찾아헤맸던 미래
Hey hey Come on come on
멈추지는 마
Hey hey Come on come
on come co
이겨내야 해 이젠
Hey hey Come on come on yo
Break it on down break
it on down
Hey hey Come on come
on come on
갇혀버렸던 미래
Hey hey Come on come on
포기하지는 마
Hey hey Come on come
on come on
지켜내야 돼 이젠
Hey hey Come on come on yo
Break it on down break
it on down
Hey Come on",어둠속 리 모습 시간 찾아헤맸던 이상 틀 포기 절망속 이쯤 순 갈곳 주저 미래 기억해 세상 속을봐 모든걸 투 순간들 비슷 지금 이젠 꿈 소용
